mes,lote,cod_distrito,distrito,muebles_010,muebles_recog._programada,muebles_recog._en_calle,total_kg_recogida_de_muebles,residuos_varios_viapublica_resto,orgánica_hojas_y_ramas,envases,papel_y_cartón,varios_residuos_de_construcción_y_demolición,kg_recogida_residuos_viarios,nº_servicios_barrido_manual,nº_servicios_barrido_mantenimiento,nº_servicios_barrido_mecánico,nº_servicios_barrido_mixto,nº_servicios_baldeo_mecánico,nº_servicios_baldeo_mixto,nº_servicios_hidrolimpiador_manchas,nº_servicios_eliminación_grafitis,m2_eliminación_grafitis,ud_reposición_bolsas_caninas,año,mes_año
MAYO,4,16,HORTALEZA,38.605,18.484,66.296,123.385,192.564,751.0,113.0,24.455,56.333,274.216,1.743,186.0,133.0,120.0,0.0,543.0,124.0,243.0,3.028,630.0,2024,MAYO_2024
MAYO,4,20,SAN BLAS,35.745,17.115,61.385,114.245,178.3,695.0,105.0,23.35,52.16,254.61,1.236,361.0,30.0,100.0,0.0,499.0,62.0,295.0,2.021,558.0,2024,MAYO_2024
MAYO,4,21,BARAJAS,20.017,9.584,34.376,63.977,99.848,389.0,59.0,12.38,29.21,141.886,585.0,113.0,16.0,40.0,0.0,193.0,0.0,54.0,429.0,411.3,2024,MAYO_2024
MAYO,5,13,PUENTE DE VALLECAS ,24.045,7.532,220.661,252.238,396.925,44.188,1.042,21.114,47.411,510.68,1.39,237.0,80.0,188.0,0.0,653.0,35.0,301.0,5.319,663.2,2024,MAYO_2024
MAYO,5,18,VILLA DE VALLECAS ,14.98,5.608,95.184,115.772,132.2,12.508,548.0,13.416,24.184,182.856,644.0,96.0,94.0,74.0,0.0,282.0,11.0,191.0,1.569,321.8,2024,MAYO_2024
MAYO,5,14,MORATALAZ,10.305,3.228,60.069,73.602,105.825,28.852,318.0,6.906,14.319,156.22,470.0,85.0,18.0,47.0,0.0,221.0,9.0,245.0,1.413,403.9,2024,MAYO_2024
MAYO,5,19,VICÁLVARO,6.87,2.152,40.046,49.068,70.55,11.172,212.0,4.604,9.546,96.084,534.0,117.0,34.0,61.0,0.0,282.0,7.0,210.0,1.517,351.6,2024,MAYO_2024
MAYO,6,11,CARABANCHEL,8.77,9.288,220.73,238.788,169.387,0.0,144.0,21.787,42.214,233.532,1.475,360.0,40.0,152.0,0.0,547.0,51.0,434.0,4.239,649.3,2024,MAYO_2024
MAYO,6,12,USERA,8.282,8.772,208.468,225.522,159.977,0.0,136.0,20.577,39.868,220.558,954.0,290.0,44.0,76.0,0.0,358.0,61.0,215.0,2.376,371.7,2024,MAYO_2024
MAYO,6,17,VILLAVERDE,7.308,7.74,183.942,198.99,141.156,0.0,120.0,18.156,35.178,194.61,1.178,371.0,57.0,95.0,0.0,445.0,51.0,229.0,3.171,436.6,2024,MAYO_2024
JUNIO,1,1,CENTRO ,40.705,18.16,3.755,62.62,662.3,0.0,7.94,15.94,30.18,716.36,966.0,1.53,100.0,50.0,0.0,808.0,68.0,921.0,5.754,823.4,2024,JUNIO_2024
JUNIO,1,6,TETUÁN,35.2,22.15,56.23,113.58,434.566,4.0,600.0,1.881,0.0,441.047,580.0,320.0,110.0,175.0,0.0,430.0,60.0,155.0,1.069,508.9,2024,JUNIO_2024
JUNIO,1,7,CHAMBERÍ,51.23,6.64,7.15,65.02,344.0,0.0,340.0,2.099,0.0,346.439,490.0,260.0,50.0,150.0,0.0,458.0,60.0,135.0,597.0,405.1,2024,JUNIO_2024
JUNIO,2,2,ARGANZUELA,43.58,16.24,26.44,86.26,266.06,5.48,620.0,2.192,0.0,274.352,887.0,129.0,17.0,62.0,0.0,324.0,37.0,242.0,2.728,404.0,2024,JUNIO_2024
JUNIO,2,3,RETIRO,28.992,14.496,4.832,48.32,201.16,0.0,560.0,8.36,0.0,210.08,552.0,388.0,27.0,53.0,0.0,254.0,57.0,149.0,851.0,358.3,2024,JUNIO_2024
JUNIO,2,4,SALAMANCA,13.67,18.41,6.48,38.56,404.75,0.0,520.0,1.54,23.88,430.69,669.0,522.0,18.0,76.0,1.0,360.0,63.0,90.0,503.0,415.5,2024,JUNIO_2024
JUNIO,2,5,CHAMARTÍN,49.7,14.84,5.3,69.84,266.08,0.0,440.0,12.74,43.47,322.73,839.0,336.0,0.0,105.0,0.0,525.0,53.0,98.0,748.0,455.0,2024,JUNIO_2024
JUNIO,3,8,FUENCARRAL,50.76,50.58,128.92,230.26,339.36,49.64,0.0,35.5,7.72,432.22,1.449,132.0,66.0,93.0,0.0,509.0,60.0,261.0,3.96,434.2,2024,JUNIO_2024
JUNIO,3,9,MONCLOA,15.25,22.1,19.23,56.58,4.32,30.14,0.0,7.86,0.0,42.32,1.167,160.0,60.0,83.0,0.0,499.0,60.0,170.0,1.537,240.0,2024,JUNIO_2024
JUNIO,3,10,LATINA,69.26,13.5,191.46,274.22,180.32,30.56,720.0,5.88,0.0,217.48,1.216,168.0,62.0,93.0,0.0,453.0,60.0,392.0,8.797,443.9,2024,JUNIO_2024
JUNIO,4,15,CIUDAD LINEAL,56.848,31.525,89.45,177.823,242.349,1.142,122.0,31.352,66.116,341.082,1.082,500.0,4.0,82.0,0.0,555.0,20.0,121.0,1.251,615.6,2024,JUNIO_2024
JUNIO,4,16,HORTALEZA,45.144,25.034,71.034,141.212,192.453,907.0,97.0,24.897,52.504,270.859,1.687,178.0,132.0,120.0,0.0,531.0,120.0,209.0,2.276,625.0,2024,JUNIO_2024
JUNIO,4,20,SAN BLAS,41.8,23.18,65.772,130.752,178.198,840.0,90.0,23.053,48.615,250.795,1.19,350.0,32.0,100.0,0.0,492.0,40.0,132.0,799.0,553.1,2024,JUNIO_2024
JUNIO,4,21,BARAJAS,23.408,12.981,36.832,73.221,99.791,470.0,50.0,12.91,27.224,140.445,570.0,110.0,14.0,40.0,0.0,190.0,0.0,52.0,481.0,408.9,2024,JUNIO_2024
JUNIO,5,13,PUENTE DE VALLECAS ,26.748,6.734,210.736,244.218,423.137,30.588,691.0,13.048,57.286,524.75,1.364,235.0,80.0,175.0,0.0,607.0,34.0,257.0,3.964,633.8,2024,JUNIO_2024
JUNIO,5,18,VILLA DE VALLECAS ,15.569,7.696,95.127,118.392,140.728,9.783,404.0,14.912,31.184,197.011,623.0,95.0,95.0,74.0,0.0,252.0,13.0,130.0,962.0,318.1,2024,JUNIO_2024
JUNIO,5,14,MORATALAZ,11.463,2.886,58.173,72.522,112.773,18.327,219.0,5.592,17.694,154.605,460.0,81.0,9.0,44.0,0.0,198.0,8.0,137.0,1.291,400.5,2024,JUNIO_2024
JUNIO,5,19,VICÁLVARO,7.642,1.924,38.782,48.348,75.182,6.522,146.0,3.728,11.796,97.374,522.0,119.0,36.0,66.0,0.0,268.0,5.0,84.0,1.712,347.3,2024,JUNIO_2024
JUNIO,6,11,CARABANCHEL,13.64,10.174,236.426,260.24,165.024,0.0,58.0,21.391,34.135,220.608,1.44,348.0,40.0,110.0,0.0,540.0,36.0,394.0,3.866,633.3,2024,JUNIO_2024
JUNIO,6,12,USERA,12.883,9.608,223.292,245.783,155.856,0.0,54.0,20.203,32.239,208.352,934.0,280.0,45.0,70.0,0.0,350.0,45.0,175.0,2.438,364.4,2024,JUNIO_2024
JUNIO,6,17,VILLAVERDE,11.367,8.478,197.022,216.867,137.52,0.0,48.0,17.826,28.446,183.84,1.15,360.0,55.0,80.0,0.0,438.0,40.0,225.0,2.478,430.7,2024,JUNIO_2024
JULIO,1,1,CENTRO ,52.515,23.43,4.845,80.79,623.24,660.0,14.6,14.727,39.41,692.637,954.0,1.225,99.0,58.0,0.0,842.0,71.0,487.0,2.296,810.1,2024,JULIO_2024
JULIO,1,6,TETUÁN,33.76,22.51,56.28,112.55,418.12,3.6,0.0,2.99,0.0,424.71,604.0,248.0,119.0,127.0,0.0,385.0,62.0,156.0,494.0,502.9,2024,JULIO_2024
JULIO,1,7,CHAMBERÍ,59.63,7.43,7.9,74.96,352.86,0.0,300.0,1.9,0.0,355.06,497.0,201.0,53.0,102.0,0.0,410.0,62.0,144.0,318.0,401.4,2024,JULIO_2024
JULIO,2,2,ARGANZUELA,43.58,16.24,26.44,86.26,266.06,5.48,620.0,2.192,0.0,274.352,808.0,134.0,16.0,80.0,0.0,271.0,36.0,156.0,2.497,400.7,2024,JULIO_2024
JULIO,2,3,RETIRO,41.124,20.562,6.854,68.54,212.78,0.0,780.0,6.54,0.0,220.1,509.0,263.0,18.0,33.0,0.0,231.0,47.0,87.0,230.0,349.3,2024,JULIO_2024
JULIO,2,4,SALAMANCA,13.315,18.259,10.176,41.75,446.31,0.0,420.0,0.0,72.54,519.27,664.0,384.0,4.0,24.0,0.0,351.0,60.0,76.0,523.0,400.1,2024,JULIO_2024
JULIO,2,5,CHAMARTÍN,46.9,12.86,6.22,65.98,255.18,2.58,180.0,8.634,62.52,329.094,884.0,225.0,0.0,45.0,0.0,501.0,47.0,133.0,924.0,451.8,2024,JULIO_2024
JULIO,3,8,FUENCARRAL,70.42,15.0,146.24,231.66,355.62,14.5,0.0,31.12,22.5,423.74,1.472,177.0,42.0,67.0,0.0,583.0,62.0,225.0,3.602,429.2,2024,JULIO_2024
JULIO,3,9,MONCLOA,21.68,37.5,4.76,63.94,3.9,24.7,0.0,9.2,3.54,41.34,1.135,239.0,37.0,57.0,0.0,575.0,62.0,117.0,643.0,233.9,2024,JULIO_2024
JULIO,3,10,LATINA,69.18,12.3,189.04,270.52,157.48,28.52,540.0,5.4,0.0,191.94,1.223,150.0,26.0,54.0,0.0,447.0,62.0,241.0,3.923,441.3,2024,JULIO_2024
JULIO,4,15,CIUDAD LINEAL,57.589,39.93,85.184,182.702,219.878,1.801,143.0,31.069,63.379,316.271,1.109,384.0,5.0,89.0,0.0,579.0,22.0,194.0,1.314,604.6,2024,JULIO_2024
JULIO,4,16,HORTALEZA,45.733,31.709,67.646,145.087,174.609,1.119,113.0,24.673,50.331,250.844,1.741,133.0,141.0,132.0,0.0,566.0,123.0,120.0,1.588,610.4,2024,JULIO_2024
JULIO,4,20,SAN BLAS,42.345,29.36,62.635,134.34,161.675,995.0,105.0,22.845,46.603,232.223,1.221,266.0,31.0,111.0,0.0,521.0,40.0,163.0,1.215,545.4,2024,JULIO_2024
JULIO,4,21,BARAJAS,23.713,16.442,35.076,75.23,90.538,665.0,59.0,12.793,26.097,130.153,589.0,83.0,12.0,46.0,0.0,203.0,0.0,44.0,282.0,402.3,2024,JULIO_2024
JULIO,5,13,PUENTE DE VALLECAS ,9.511,7.13,174.414,191.055,277.648,10.324,0.0,12.523,62.237,362.732,1.395,179.0,51.0,147.0,0.0,620.0,24.0,330.0,3.368,629.8,2024,JULIO_2024
JULIO,5,18,VILLA DE VALLECAS ,10.869,8.148,199.331,218.348,317.312,3.872,0.0,14.312,71.128,406.624,647.0,49.0,98.0,54.0,0.0,374.0,23.0,99.0,624.0,311.7,2024,JULIO_2024
JULIO,5,14,MORATALAZ,4.076,3.056,74.749,81.881,118.992,9.034,0.0,5.367,26.673,160.066,470.0,65.0,20.0,27.0,0.0,218.0,8.0,109.0,1.096,495.1,2024,JULIO_2024
JULIO,5,19,VICÁLVARO,2.717,2.037,49.833,54.587,79.328,2.581,0.0,3.578,17.782,103.269,534.0,87.0,34.0,54.0,0.0,271.0,7.0,111.0,1.411,344.7,2024,JULIO_2024
JULIO,6,11,CARABANCHEL,11.826,7.279,265.164,284.269,171.591,0.0,50.0,16.251,36.299,224.191,1.505,267.0,44.0,86.0,0.0,550.0,31.0,334.0,3.571,628.9,2024,JULIO_2024
JULIO,6,12,USERA,7.78,6.268,174.45,188.498,147.758,0.0,44.0,13.993,31.257,193.052,975.0,214.0,48.0,52.0,0.0,349.0,31.0,155.0,2.039,360.1,2024,JULIO_2024
JULIO,6,17,VILLAVERDE,11.514,6.673,258.186,276.373,157.291,0.0,46.0,14.896,33.274,205.507,1.201,276.0,58.0,77.0,0.0,445.0,31.0,215.0,2.581,423.4,2024,JULIO_2024
AGOSTO,1,1,CENTRO ,38.48,17.17,3.55,59.2,580.16,0.0,8.92,10.915,32.82,632.815,975.0,1.391,96.0,31.0,0.0,831.0,70.0,521.0,1.788,799.4,2024,AGOSTO_2024
AGOSTO,1,6,TETUÁN,29.24,19.5,48.74,97.48,358.4,14.02,180.0,2.238,0.0,374.838,602.0,289.0,115.0,75.0,0.0,439.0,62.0,248.0,2.116,491.3,2024,AGOSTO_2024
AGOSTO,1,7,CHAMBERÍ,46.63,5.81,6.18,58.62,255.76,0.0,0.0,1.54,0.0,257.3,505.0,236.0,50.0,76.0,0.0,436.0,62.0,117.0,511.0,401.4,2024,AGOSTO_2024
AGOSTO,2,2,ARGANZUELA,43.4,18.14,16.96,78.5,219.2,8.92,1.3,1.18,0.0,230.6,836.0,116.0,7.0,41.0,0.0,289.0,35.0,80.0,165.0,398.3,2024,AGOSTO_2024
AGOSTO,2,3,RETIRO,26.004,13.002,4.334,43.34,203.74,0.0,460.0,6.12,0.0,210.32,533.0,307.0,6.0,30.0,0.0,239.0,36.0,156.0,741.0,342.9,2024,AGOSTO_2024
AGOSTO,2,4,SALAMANCA,11.095,7.09,2.055,20.24,248.84,0.0,240.0,1.2,90.06,340.34,618.0,368.0,2.0,21.0,0.0,338.0,56.0,121.0,487.0,398.6,2024,AGOSTO_2024
AGOSTO,2,5,CHAMARTÍN,42.23,12.64,9.56,64.43,181.52,7.74,140.0,8.63,56.38,254.41,881.0,255.0,0.0,42.0,0.0,490.0,43.0,115.0,435.0,443.8,2024,AGOSTO_2024
AGOSTO,3,8,FUENCARRAL,47.98,25.34,154.22,227.54,246.4,38.76,0.0,23.98,35.8,344.94,1.508,146.0,85.0,61.0,0.0,567.0,62.0,217.0,2.24,425.3,2024,AGOSTO_2024
AGOSTO,3,9,MONCLOA,20.25,34.22,2.96,57.43,13.98,27.52,0.0,2.9,0.0,44.4,1.175,177.0,80.0,46.0,0.0,561.0,62.0,172.0,1.113,230.7,2024,AGOSTO_2024
AGOSTO,3,10,LATINA,133.75,59.92,59.46,253.13,104.88,31.84,420.0,2.9,32.32,172.36,1.235,151.0,29.0,52.0,0.0,436.0,62.0,247.0,2.959,439.9,2024,AGOSTO_2024
AGOSTO,4,15,CIUDAD LINEAL,43.54,39.63,91.246,174.416,207.76,4.889,163.0,24.466,53.122,290.4,1.115,450.0,5.0,84.0,0.0,575.0,21.0,394.0,2.503,598.3,2024,AGOSTO_2024
AGOSTO,4,16,HORTALEZA,34.576,31.471,72.46,138.507,164.986,3.883,130.0,19.429,42.185,230.613,1.745,158.0,137.0,126.0,0.0,552.0,124.0,217.0,797.0,599.5,2024,AGOSTO_2024
AGOSTO,4,20,SAN BLAS,32.015,29.14,67.093,128.248,152.765,3.595,120.0,17.99,39.06,213.53,1.226,314.0,31.0,105.0,0.0,509.0,41.0,310.0,2.7,541.6,2024,AGOSTO_2024
AGOSTO,4,21,BARAJAS,17.928,16.318,37.572,71.818,85.548,2.013,67.0,10.074,21.874,119.576,589.0,100.0,14.0,43.0,0.0,199.0,0.0,77.0,595.0,400.7,2024,AGOSTO_2024
AGOSTO,5,13,PUENTE DE VALLECAS ,30.383,16.05,199.274,245.707,413.816,1.896,1.345,14.424,85.533,517.014,1.349,197.0,45.0,152.0,0.0,555.0,20.0,395.0,3.615,616.1,2024,AGOSTO_2024
AGOSTO,5,18,VILLA DE VALLECAS ,15.438,8.7,99.17,123.308,151.504,711.0,680.0,8.985,37.752,199.632,621.0,81.0,89.0,43.0,0.0,259.0,20.0,190.0,1.47,308.3,2024,AGOSTO_2024
AGOSTO,5,14,MORATALAZ,9.164,4.95,59.689,73.803,113.064,1.659,405.0,4.682,24.657,144.467,454.0,71.0,20.0,27.0,0.0,194.0,10.0,196.0,1.581,489.7,2024,AGOSTO_2024
AGOSTO,5,19,VICÁLVARO,6.11,3.3,39.793,49.203,75.376,474.0,270.0,3.121,16.438,95.679,517.0,97.0,33.0,38.0,0.0,255.0,10.0,84.0,384.0,345.9,2024,AGOSTO_2024
AGOSTO,6,11,CARABANCHEL,10.584,8.503,244.933,264.02,163.152,0.0,101.0,16.359,30.211,209.823,1.5,313.0,42.0,93.0,0.0,504.0,31.0,107.0,597.0,615.7,2024,AGOSTO_2024
AGOSTO,6,12,USERA,9.114,7.322,154.695,171.131,140.492,0.0,87.0,14.087,26.015,180.681,980.0,251.0,48.0,58.0,0.0,326.0,28.0,117.0,1.963,358.6,2024,AGOSTO_2024
AGOSTO,6,17,VILLAVERDE,9.702,7.795,244.932,262.429,149.556,0.0,92.0,14.995,27.694,192.337,1.199,324.0,56.0,65.0,0.0,415.0,31.0,72.0,454.0,426.6,2024,AGOSTO_2024
SEPTIEMBRE,1,1,CENTRO ,38.195,17.04,3.525,58.76,674.89,0.0,7.84,6.1,22.7,711.53,947.0,1.53,94.0,49.0,0.0,805.0,69.0,510.0,2.983,789.1,2024,SEPTIEMBRE_2024
SEPTIEMBRE,1,6,TETUÁN,31.86,21.24,53.1,106.2,395.59,0.0,180.0,1.197,0.0,396.967,562.0,310.0,109.0,112.0,0.0,426.0,60.0,117.0,344.0,478.6,2024,SEPTIEMBRE_2024
SEPTIEMBRE,1,7,CHAMBERÍ,52.72,5.67,6.51,64.9,331.2,0.0,100.0,1.94,0.0,333.24,486.0,261.0,51.0,81.0,0.0,444.0,60.0,146.0,363.0,388.3,2024,SEPTIEMBRE_2024
SEPTIEMBRE,2,2,ARGANZUELA,28.98,17.0,28.9,74.88,209.3,10.43,880.0,2.153,0.0,222.763,781.0,101.0,1.0,43.0,0.0,255.0,32.0,213.0,1.483,378.4,2024,SEPTIEMBRE_2024
SEPTIEMBRE,2,3,RETIRO,41.784,20.892,6.964,69.64,190.24,0.0,600.0,9.331,0.0,200.171,507.0,333.0,0.0,28.0,0.0,240.0,51.0,87.0,281.0,339.7,2024,SEPTIEMBRE_2024
SEPTIEMBRE,2,4,SALAMANCA,12.535,12.2,2.265,27.0,450.61,0.0,250.0,1.08,12.9,464.84,650.0,480.0,5.0,35.0,0.0,337.0,59.0,89.0,241.0,394.9,2024,SEPTIEMBRE_2024
SEPTIEMBRE,2,5,CHAMARTÍN,55.8,10.24,7.68,73.72,237.44,0.0,360.0,8.518,51.08,297.398,854.0,323.0,0.0,53.0,0.0,483.0,49.0,193.0,886.0,439.1,2024,SEPTIEMBRE_2024
SEPTIEMBRE,3,8,FUENCARRAL,33.86,44.64,117.12,195.62,290.2,25.12,200.0,25.82,6.5,347.84,1.463,141.0,73.0,62.0,0.0,545.0,60.0,379.0,3.945,420.9,2024,SEPTIEMBRE_2024
SEPTIEMBRE,3,9,MONCLOA,23.029,15.38,29.01,67.419,6.46,16.34,260.0,6.76,0.0,29.82,1.138,172.0,65.0,48.0,0.0,540.0,60.0,134.0,820.0,227.6,2024,SEPTIEMBRE_2024
SEPTIEMBRE,3,10,LATINA,62.3,29.9,171.8,264.0,175.7,31.38,400.0,4.94,0.0,212.42,1.199,146.0,52.0,54.0,0.0,423.0,60.0,309.0,3.077,423.1,2024,SEPTIEMBRE_2024
SEPTIEMBRE,4,15,CIUDAD LINEAL,58.973,34.918,107.78,201.671,238.235,1.081,129.0,33.388,53.108,325.941,1.075,501.0,5.0,88.0,0.0,88.0,0.0,172.0,1.632,591.7,2024,SEPTIEMBRE_2024
SEPTIEMBRE,4,16,HORTALEZA,46.625,27.935,85.59,160.151,189.186,859.0,103.0,26.514,42.174,258.836,1.685,176.0,135.0,126.0,0.0,126.0,124.0,242.0,2.881,588.4,2024,SEPTIEMBRE_2024
SEPTIEMBRE,4,20,SAN BLAS,43.098,25.94,79.25,148.288,175.173,795.0,95.0,24.55,39.05,239.663,1.183,351.0,31.0,105.0,0.0,105.0,56.0,201.0,3.402,538.4,2024,SEPTIEMBRE_2024
SEPTIEMBRE,4,21,BARAJAS,23.695,14.966,44.38,83.041,98.097,445.0,53.0,13.748,21.868,134.211,570.0,111.0,13.0,42.0,0.0,42.0,0.0,62.0,269.0,394.8,2024,SEPTIEMBRE_2024
SEPTIEMBRE,5,13,PUENTE DE VALLECAS ,30.153,7.133,198.269,235.555,406.907,2.336,546.0,15.922,88.401,514.112,1.361,232.0,45.0,162.0,0.0,562.0,22.0,275.0,3.908,609.1,2024,SEPTIEMBRE_2024
SEPTIEMBRE,5,18,VILLA DE VALLECAS ,34.46,8.152,108.736,151.348,143.608,876.0,624.0,11.768,36.744,193.62,621.0,95.0,95.0,41.0,0.0,256.0,22.0,101.0,493.0,303.9,2024,SEPTIEMBRE_2024
SEPTIEMBRE,5,14,MORATALAZ,12.923,3.057,61.401,77.381,110.103,2.044,234.0,5.538,25.029,142.948,455.0,81.0,20.0,24.0,0.0,202.0,8.0,115.0,642.0,483.3,2024,SEPTIEMBRE_2024
SEPTIEMBRE,5,19,VICÁLVARO,8.615,2.038,40.934,51.587,73.402,584.0,156.0,3.692,16.686,94.52,518.0,117.0,32.0,36.0,0.0,262.0,8.0,87.0,1.068,330.5,2024,SEPTIEMBRE_2024
SEPTIEMBRE,6,11,CARABANCHEL,5.883,4.876,123.092,133.851,172.095,0.0,108.0,19.718,27.562,219.483,1.439,348.0,42.0,99.0,0.0,549.0,42.0,415.0,3.465,601.8,2024,SEPTIEMBRE_2024
SEPTIEMBRE,6,12,USERA,15.17,12.573,317.446,345.189,148.192,0.0,93.0,17.022,23.733,189.04,924.0,279.0,46.0,81.0,0.0,351.0,38.0,175.0,958.0,339.6,2024,SEPTIEMBRE_2024
SEPTIEMBRE,6,17,VILLAVERDE,9.907,8.211,207.312,225.43,157.753,0.0,99.0,18.07,25.265,201.187,1.145,360.0,56.0,82.0,0.0,447.0,24.0,175.0,3.585,420.0,2024,SEPTIEMBRE_2024
